Order_ID,CustomerID,OrderDate,Category,Is_Discounted,平均毛利率,Amount,Gross_Profit,Acquisition_Channel,Region
1370,C_289,2025-05-11,美妝,0,0.5,348.57,174.28,FB廣告,北部
1371,C_001,2025-12-29,家電,0,0.15,382.59,57.39,FB廣告,北部
1372,C_147,2025-02-18,美妝,0,0.5,226.88,113.44,Google搜尋,中部
1373,C_287,2025-02-24,家電,0,0.15,384.18,57.63,Google搜尋,南部
1374,C_142,2025-06-03,美妝,1,0.5,37.56,18.78,FB廣告,南部
1375,C_053,2025-12-21,美妝,0,0.5,144.19,72.1,自然流量,南部
1376,C_304,2025-07-19,服飾,1,0.6,77.21,46.33,Google搜尋,北部
1377,C_069,2025-11-04,食品,1,0.25,71.01,17.75,FB廣告,東部
1378,C_361,2025-12-22,家電,1,0.15,35.32,5.3,FB廣告,南部
1379,C_090,2025-04-28,食品,1,0.25,87.64,21.91,Google搜尋,南部
1380,C_446,2025-09-20,服飾,0,0.6,124.69,74.81,自然流量,南部
1381,C_220,2025-02-15,家電,0,0.15,178.45,26.77,網紅推薦,中部
1382,C_450,2025-10-29,服飾,1,0.6,146.58,87.95,FB廣告,中部
1383,C_192,2025-12-22,食品,1,0.25,425.11,106.28,網紅推薦,北部
1384,C_454,2025-07-08,美妝,1,0.5,60.58,30.29,自然流量,中部
1385,C_063,2025-11-06,服飾,0,0.6,21.25,12.75,網紅推薦,東部
1386,C_073,2025-11-14,服飾,0,0.6,252.51,151.51,FB廣告,東部
1387,C_161,2025-05-09,美妝,0,0.5,141.64,70.82,FB廣告,中部
1388,C_169,2025-02-18,食品,1,0.25,138.73,34.68,FB廣告,南部
1389,C_089,2025-01-25,服飾,0,0.6,72.76,43.66,網紅推薦,中部
1390,C_176,2025-09-23,食品,0,0.25,368.39,92.1,FB廣告,東部
1391,C_269,2025-04-28,美妝,0,0.5,97.61,48.8,FB廣告,中部
1392,C_073,2025-05-24,家電,0,0.15,61.34,9.2,FB廣告,東部
1393,C_245,2025-07-19,服飾,0,0.6,791.76,475.06,FB廣告,中部
1394,C_077,2025-06-06,食品,1,0.25,296.36,74.09,網紅推薦,中部
1395,C_159,2025-12-14,美妝,1,0.5,142.57,71.28,FB廣告,北部
1396,C_324,2025-05-14,美妝,0,0.5,12.92,6.46,FB廣告,東部
1397,C_098,2025-05-28,服飾,0,0.6,117.28,70.37,Google搜尋,東部
1398,C_381,2025-12-02,家電,1,0.15,145.24,21.79,FB廣告,東部
1399,C_102,2025-03-12,服飾,0,0.6,641.42,384.85,Google搜尋,南部
1400,C_132,2025-08-21,食品,1,0.25,25.79,6.45,FB廣告,北部
1401,C_102,2025-11-30,美妝,0,0.5,706.45,353.22,Google搜尋,南部
1402,C_019,2025-10-26,家電,0,0.15,229.74,34.46,Google搜尋,南部
1403,C_454,2025-06-03,食品,0,0.25,44.36,11.09,自然流量,中部
1404,C_082,2025-03-31,服飾,1,0.6,373.09,223.85,Google搜尋,東部
1405,C_397,2025-11-30,美妝,0,0.5,116.29,58.14,網紅推薦,北部
1406,C_279,2025-07-18,服飾,0,0.6,28.17,16.9,網紅推薦,南部
1407,C_339,2025-06-10,家電,0,0.15,95.16,14.27,Google搜尋,南部
1408,C_365,2025-01-26,家電,0,0.15,191.5,28.72,自然流量,北部
1409,C_331,2025-05-01,家電,0,0.15,157.9,23.68,FB廣告,南部
1410,C_129,2025-10-28,家電,0,0.15,282.44,42.37,FB廣告,北部
1411,C_344,2025-07-31,家電,0,0.15,444.71,66.71,Google搜尋,中部
1412,C_310,2025-03-04,服飾,0,0.6,49.47,29.68,FB廣告,中部
1413,C_455,2025-03-09,家電,0,0.15,145.34,21.8,FB廣告,南部
1414,C_089,2025-09-10,家電,0,0.15,80.64,12.1,網紅推薦,中部
1415,C_213,2025-01-02,美妝,0,0.5,42.57,21.28,Google搜尋,中部
1416,C_143,2025-04-18,家電,0,0.15,140.92,21.14,Google搜尋,北部
1417,C_065,2025-10-13,美妝,0,0.5,228.53,114.26,FB廣告,東部
1418,C_076,2025-02-18,美妝,0,0.5,242.42,121.21,網紅推薦,東部
1419,C_199,2025-05-20,美妝,0,0.5,99.96,49.98,網紅推薦,北部
1420,C_143,2025-08-06,服飾,0,0.6,54.17,32.5,Google搜尋,北部
1421,C_405,2025-02-13,服飾,0,0.6,77.9,46.74,FB廣告,中部
1422,C_403,2025-09-26,食品,0,0.25,22.72,5.68,Google搜尋,中部
1423,C_316,2025-03-19,食品,0,0.25,45.18,11.3,Google搜尋,東部
1424,C_093,2025-08-04,美妝,1,0.5,49.27,24.64,網紅推薦,北部
1425,C_417,2025-04-08,服飾,1,0.6,345.61,207.37,FB廣告,中部
1426,C_305,2025-08-24,家電,0,0.15,345.3,51.8,網紅推薦,中部
1427,C_224,2025-10-09,食品,0,0.25,1248.23,312.06,FB廣告,南部
1428,C_291,2025-05-29,服飾,1,0.6,188.73,113.24,FB廣告,東部
1429,C_428,2025-10-31,家電,1,0.15,91.48,13.72,網紅推薦,中部
1430,C_102,2025-03-07,家電,0,0.15,150.2,22.53,Google搜尋,南部
1431,C_267,2025-08-22,服飾,0,0.6,125.31,75.19,Google搜尋,南部
1432,C_355,2025-03-28,食品,0,0.25,78.91,19.73,FB廣告,南部
1433,C_456,2025-03-20,服飾,0,0.6,204.37,122.62,Google搜尋,中部
1434,C_110,2025-07-24,食品,0,0.25,180.07,45.02,FB廣告,北部
1435,C_330,2025-10-06,美妝,0,0.5,136.65,68.32,FB廣告,東部
1436,C_450,2025-12-03,服飾,1,0.6,110.58,66.35,FB廣告,中部
1437,C_430,2025-09-11,服飾,0,0.6,279.19,167.51,FB廣告,東部
1438,C_265,2025-10-31,食品,0,0.25,85.31,21.33,網紅推薦,南部
1439,C_003,2025-05-10,食品,0,0.25,99.17,24.79,網紅推薦,東部
1440,C_085,2025-03-25,服飾,0,0.6,238.67,143.2,FB廣告,北部
1441,C_282,2025-10-03,家電,0,0.15,408.09,61.21,FB廣告,東部
1442,C_328,2025-07-06,家電,0,0.15,372.46,55.87,Google搜尋,南部
1443,C_304,2025-02-15,家電,0,0.15,114.48,17.17,Google搜尋,北部
1444,C_450,2025-07-02,美妝,0,0.5,41.92,20.96,FB廣告,中部
1445,C_454,2025-09-25,美妝,1,0.5,111.11,55.56,自然流量,中部
1446,C_412,2025-10-23,食品,0,0.25,159.73,39.93,自然流量,中部
1447,C_117,2025-11-18,美妝,0,0.5,48.7,24.35,網紅推薦,北部
1448,C_221,2025-04-10,家電,0,0.15,109.06,16.36,Google搜尋,中部
1449,C_154,2025-03-19,服飾,0,0.6,496.26,297.76,Google搜尋,南部
1450,C_153,2025-09-29,美妝,0,0.5,172.0,86.0,FB廣告,中部
1451,C_012,2025-12-05,美妝,0,0.5,86.44,43.22,自然流量,南部
1452,C_133,2025-06-11,家電,0,0.15,152.76,22.91,FB廣告,中部
1453,C_304,2025-02-13,美妝,0,0.5,161.38,80.69,Google搜尋,北部
1454,C_293,2025-08-26,食品,1,0.25,102.17,25.54,網紅推薦,北部
1455,C_300,2025-05-14,服飾,0,0.6,321.3,192.78,FB廣告,東部
1456,C_228,2025-07-11,家電,0,0.15,23.85,3.58,FB廣告,北部
1457,C_271,2025-12-22,食品,0,0.25,237.88,59.47,網紅推薦,東部
1458,C_043,2025-10-05,家電,1,0.15,83.67,12.55,FB廣告,南部
1459,C_432,2025-01-18,食品,0,0.25,422.3,105.58,網紅推薦,北部
1460,C_343,2025-01-12,服飾,0,0.6,41.49,24.89,FB廣告,北部
1461,C_326,2025-06-29,服飾,1,0.6,379.39,227.63,網紅推薦,東部
1462,C_302,2025-05-03,食品,0,0.25,67.41,16.85,Google搜尋,中部
1463,C_364,2025-09-03,食品,0,0.25,204.79,51.2,Google搜尋,東部
1464,C_379,2025-08-10,食品,0,0.25,93.22,23.3,網紅推薦,北部
1465,C_427,2025-02-20,食品,1,0.25,458.16,114.54,Google搜尋,中部
1466,C_021,2025-03-12,食品,1,0.25,122.6,30.65,Google搜尋,北部
1467,C_407,2025-02-17,食品,1,0.25,72.02,18.0,FB廣告,中部
1468,C_107,2025-01-19,服飾,1,0.6,601.3,360.78,Google搜尋,東部
1469,C_336,2025-09-19,食品,1,0.25,112.15,28.04,FB廣告,中部
1470,C_303,2025-03-25,美妝,0,0.5,250.08,125.04,Google搜尋,中部
1471,C_117,2025-06-04,服飾,1,0.6,379.57,227.74,網紅推薦,北部
1472,C_124,2025-02-22,家電,0,0.15,61.59,9.24,FB廣告,中部
1473,C_399,2025-04-17,服飾,0,0.6,226.32,135.79,網紅推薦,南部
1474,C_281,2025-12-23,家電,0,0.15,259.09,38.86,網紅推薦,北部
1475,C_292,2025-10-31,家電,0,0.15,31.58,4.74,FB廣告,中部
1476,C_203,2025-05-15,美妝,1,0.5,205.01,102.5,FB廣告,南部
1477,C_051,2025-03-10,食品,0,0.25,104.18,26.04,自然流量,中部
1478,C_271,2025-01-11,食品,0,0.25,750.08,187.52,網紅推薦,東部
1479,C_324,2025-05-23,服飾,0,0.6,352.88,211.73,FB廣告,東部
1480,C_277,2025-07-11,食品,1,0.25,230.23,57.56,網紅推薦,南部
1481,C_141,2025-03-10,美妝,0,0.5,19.27,9.64,自然流量,南部
1482,C_275,2025-01-23,服飾,0,0.6,231.59,138.95,Google搜尋,東部
1483,C_290,2025-06-30,服飾,0,0.6,69.34,41.6,Google搜尋,中部
1484,C_334,2025-10-20,服飾,0,0.6,355.5,213.3,FB廣告,東部
1485,C_381,2025-01-09,食品,0,0.25,126.48,31.62,FB廣告,東部
1486,C_452,2025-09-28,食品,0,0.25,88.32,22.08,Google搜尋,中部
1487,C_373,2025-04-03,食品,1,0.25,95.91,23.98,FB廣告,南部
1488,C_052,2025-01-17,服飾,0,0.6,102.49,61.49,網紅推薦,南部
1489,C_027,2025-06-03,服飾,0,0.6,38.58,23.15,FB廣告,中部
1490,C_157,2025-11-24,家電,0,0.15,43.99,6.6,Google搜尋,北部
1491,C_239,2025-05-29,家電,0,0.15,106.11,15.92,Google搜尋,北部
1492,C_156,2025-09-24,食品,0,0.25,702.85,175.71,FB廣告,南部
1493,C_291,2025-11-24,服飾,0,0.6,303.22,181.93,FB廣告,東部
1494,C_136,2025-04-16,食品,0,0.25,331.62,82.9,FB廣告,北部
1495,C_144,2025-02-04,食品,1,0.25,491.39,122.85,FB廣告,北部
1496,C_106,2025-04-29,家電,0,0.15,196.59,29.49,FB廣告,南部
1497,C_420,2025-01-14,美妝,0,0.5,94.0,47.0,網紅推薦,中部
1498,C_158,2025-01-14,食品,0,0.25,98.4,24.6,網紅推薦,北部
1499,C_146,2025-09-23,美妝,0,0.5,64.99,32.49,FB廣告,南部
1500,C_002,2025-05-20,美妝,0,0.5,333.96,166.98,自然流量,中部
1501,C_433,2025-10-21,服飾,0,0.6,58.19,34.91,Google搜尋,南部
1502,C_077,2025-12-30,服飾,1,0.6,1200.32,720.19,網紅推薦,中部
1503,C_132,2025-04-29,食品,0,0.25,60.17,15.04,FB廣告,北部
1504,C_090,2025-08-26,家電,0,0.15,504.17,75.63,Google搜尋,南部
1505,C_345,2025-02-03,家電,1,0.15,506.89,76.03,FB廣告,中部
1506,C_350,2025-06-18,食品,0,0.25,277.09,69.27,Google搜尋,南部
1507,C_263,2025-01-10,食品,1,0.25,750.37,187.59,FB廣告,北部
1508,C_351,2025-05-02,家電,0,0.15,121.97,18.3,Google搜尋,南部
1509,C_108,2025-05-25,美妝,0,0.5,168.72,84.36,網紅推薦,北部
1510,C_074,2025-08-11,食品,0,0.25,185.75,46.44,網紅推薦,中部
1511,C_039,2025-09-14,美妝,1,0.5,267.77,133.88,Google搜尋,南部
1512,C_397,2025-09-25,食品,1,0.25,24.07,6.02,網紅推薦,北部
1513,C_159,2025-12-25,食品,0,0.25,133.47,33.37,FB廣告,北部
1514,C_071,2025-01-04,美妝,0,0.5,350.11,175.06,網紅推薦,東部
1515,C_447,2025-12-20,美妝,0,0.5,102.32,51.16,自然流量,東部
1516,C_312,2025-04-16,家電,0,0.15,1053.19,157.98,FB廣告,南部
1517,C_241,2025-03-26,食品,0,0.25,168.68,42.17,自然流量,東部
1518,C_426,2025-08-02,服飾,0,0.6,248.27,148.96,Google搜尋,中部
1519,C_445,2025-05-01,服飾,0,0.6,699.94,419.96,網紅推薦,東部
1520,C_298,2025-05-12,食品,0,0.25,168.92,42.23,FB廣告,北部
1521,C_440,2025-12-04,食品,0,0.25,688.6,172.15,FB廣告,東部
1522,C_036,2025-07-16,食品,1,0.25,265.91,66.48,網紅推薦,東部
1523,C_084,2025-01-19,美妝,1,0.5,266.42,133.21,FB廣告,北部
1524,C_452,2025-05-10,服飾,0,0.6,61.0,36.6,Google搜尋,中部
1525,C_374,2025-01-12,服飾,1,0.6,448.75,269.25,Google搜尋,中部
1526,C_263,2025-03-22,服飾,0,0.6,80.93,48.56,FB廣告,北部
1527,C_310,2025-11-26,食品,1,0.25,123.18,30.8,FB廣告,中部
1528,C_385,2025-12-20,美妝,0,0.5,522.8,261.4,網紅推薦,南部
1529,C_172,2025-09-19,食品,0,0.25,102.85,25.71,FB廣告,東部
1530,C_376,2025-05-05,家電,1,0.15,210.14,31.52,FB廣告,中部
1531,C_173,2025-11-03,家電,0,0.15,140.63,21.09,Google搜尋,中部
1532,C_362,2025-09-24,服飾,1,0.6,145.62,87.37,Google搜尋,南部
1533,C_047,2025-05-20,食品,1,0.25,127.81,31.95,FB廣告,中部
1534,C_379,2025-11-25,家電,1,0.15,52.66,7.9,網紅推薦,北部
1535,C_141,2025-01-02,家電,0,0.15,255.99,38.4,自然流量,南部
1536,C_375,2025-01-08,食品,0,0.25,279.81,69.95,FB廣告,中部
1537,C_406,2025-09-07,美妝,0,0.5,82.93,41.46,網紅推薦,東部
1538,C_118,2025-05-19,食品,1,0.25,95.36,23.84,FB廣告,北部
1539,C_277,2025-05-04,食品,0,0.25,369.81,92.45,網紅推薦,南部
1540,C_214,2025-11-05,美妝,0,0.5,114.0,57.0,FB廣告,東部
1541,C_220,2025-08-16,服飾,0,0.6,162.81,97.69,網紅推薦,中部
1542,C_393,2025-01-10,服飾,0,0.6,61.46,36.88,FB廣告,中部
1543,C_026,2025-07-31,服飾,0,0.6,139.29,83.57,網紅推薦,北部
1544,C_009,2025-04-22,美妝,0,0.5,61.79,30.9,Google搜尋,北部
1545,C_271,2025-01-08,家電,1,0.15,81.05,12.16,網紅推薦,東部
1546,C_010,2025-10-19,美妝,0,0.5,69.12,34.56,網紅推薦,南部
1547,C_378,2025-12-28,食品,1,0.25,351.88,87.97,FB廣告,北部
1548,C_121,2025-09-10,美妝,0,0.5,39.27,19.64,網紅推薦,北部
1549,C_125,2025-01-14,家電,0,0.15,193.77,29.07,FB廣告,東部
1550,C_170,2025-08-28,家電,0,0.15,118.73,17.81,Google搜尋,北部
1551,C_072,2025-08-30,食品,0,0.25,599.6,149.9,FB廣告,北部
1552,C_152,2025-12-08,服飾,0,0.6,323.59,194.15,FB廣告,北部
1553,C_208,2025-05-29,家電,1,0.15,42.95,6.44,Google搜尋,中部
1554,C_049,2025-08-24,家電,0,0.15,84.73,12.71,Google搜尋,北部
1555,C_154,2025-11-02,家電,0,0.15,146.36,21.95,Google搜尋,南部
1556,C_347,2025-06-16,食品,0,0.25,84.71,21.18,Google搜尋,東部
1557,C_293,2025-01-20,家電,1,0.15,368.07,55.21,網紅推薦,北部
1558,C_068,2025-08-04,服飾,0,0.6,175.9,105.54,網紅推薦,中部
1559,C_050,2025-12-09,食品,0,0.25,122.32,30.58,FB廣告,北部
1560,C_152,2025-05-15,服飾,0,0.6,395.8,237.48,FB廣告,北部
1561,C_019,2025-05-09,家電,1,0.15,45.72,6.86,Google搜尋,南部
1562,C_100,2025-10-21,家電,0,0.15,113.81,17.07,FB廣告,北部
1563,C_060,2025-09-03,服飾,0,0.6,190.19,114.11,FB廣告,南部
1564,C_167,2025-07-08,食品,0,0.25,128.85,32.21,FB廣告,中部
1565,C_202,2025-02-13,食品,1,0.25,6.66,1.66,FB廣告,南部
1566,C_345,2025-03-27,服飾,0,0.6,208.31,124.99,FB廣告,中部
1567,C_146,2025-02-13,家電,1,0.15,245.36,36.8,FB廣告,南部
1568,C_403,2025-11-26,美妝,0,0.5,53.92,26.96,Google搜尋,中部
1569,C_164,2025-05-25,服飾,0,0.6,16.73,10.04,Google搜尋,北部
1570,C_439,2025-02-20,服飾,0,0.6,75.36,45.22,網紅推薦,東部
1571,C_242,2025-08-30,服飾,1,0.6,121.09,72.65,自然流量,中部
1572,C_069,2025-10-21,家電,0,0.15,132.88,19.93,FB廣告,東部
1573,C_175,2025-02-20,食品,1,0.25,20.76,5.19,Google搜尋,北部
1574,C_049,2025-09-23,家電,0,0.15,181.86,27.28,Google搜尋,北部
1575,C_108,2025-04-30,服飾,1,0.6,415.25,249.15,網紅推薦,北部
1576,C_226,2025-07-19,家電,0,0.15,386.37,57.96,FB廣告,中部
1577,C_161,2025-09-05,家電,0,0.15,503.63,75.54,FB廣告,中部
1578,C_119,2025-03-11,服飾,0,0.6,44.12,26.47,網紅推薦,南部
1579,C_149,2025-12-07,家電,0,0.15,357.47,53.62,FB廣告,北部
1580,C_150,2025-02-26,美妝,0,0.5,58.33,29.16,FB廣告,北部
1581,C_432,2025-02-08,家電,0,0.15,326.76,49.01,網紅推薦,北部
1582,C_293,2025-10-16,家電,0,0.15,71.0,10.65,網紅推薦,北部
1583,C_143,2025-01-18,食品,0,0.25,211.03,52.76,Google搜尋,北部
1584,C_419,2025-08-08,食品,0,0.25,688.96,172.24,Google搜尋,中部
1585,C_455,2025-11-09,服飾,0,0.6,377.26,226.36,FB廣告,南部
1586,C_160,2025-09-01,服飾,0,0.6,59.01,35.41,網紅推薦,中部
1587,C_011,2025-12-18,食品,0,0.25,47.52,11.88,FB廣告,北部
1588,C_138,2025-10-31,美妝,0,0.5,322.58,161.29,網紅推薦,北部
1589,C_078,2025-10-25,家電,0,0.15,555.28,83.29,FB廣告,東部
1590,C_077,2025-10-10,美妝,1,0.5,228.1,114.05,網紅推薦,中部
1591,C_441,2025-03-15,美妝,1,0.5,89.02,44.51,FB廣告,南部
1592,C_254,2025-04-20,食品,0,0.25,154.76,38.69,FB廣告,中部
1593,C_409,2025-06-29,服飾,0,0.6,228.71,137.23,自然流量,東部
1594,C_258,2025-02-01,家電,0,0.15,135.7,20.35,Google搜尋,南部
1595,C_320,2025-08-22,服飾,0,0.6,59.07,35.44,FB廣告,東部
1596,C_291,2025-10-09,美妝,0,0.5,429.98,214.99,FB廣告,東部
1597,C_263,2025-01-25,美妝,0,0.5,970.96,485.48,FB廣告,北部
1598,C_085,2025-11-27,服飾,0,0.6,618.04,370.82,FB廣告,北部
1599,C_146,2025-10-06,服飾,0,0.6,16.93,10.16,FB廣告,南部
1600,C_323,2025-08-14,食品,0,0.25,471.53,117.88,Google搜尋,中部
1601,C_042,2025-02-26,服飾,0,0.6,264.59,158.75,Google搜尋,東部
1602,C_374,2025-06-29,服飾,0,0.6,76.92,46.15,Google搜尋,中部
1603,C_125,2025-08-20,食品,0,0.25,20.86,5.22,FB廣告,東部
1604,C_167,2025-12-09,服飾,0,0.6,132.47,79.48,FB廣告,中部
1605,C_425,2025-10-14,美妝,1,0.5,213.51,106.76,FB廣告,南部
1606,C_241,2025-03-05,服飾,1,0.6,49.06,29.44,自然流量,東部
1607,C_280,2025-08-20,家電,0,0.15,508.9,76.33,網紅推薦,南部
1608,C_188,2025-10-16,美妝,0,0.5,496.72,248.36,Google搜尋,南部
1609,C_302,2025-08-01,食品,0,0.25,236.97,59.24,Google搜尋,中部
1610,C_019,2025-09-15,美妝,0,0.5,37.61,18.8,Google搜尋,南部
1611,C_068,2025-01-18,食品,0,0.25,114.2,28.55,網紅推薦,中部
1612,C_218,2025-06-24,家電,0,0.15,306.03,45.9,網紅推薦,中部
1613,C_102,2025-08-17,家電,0,0.15,286.5,42.98,Google搜尋,南部
1614,C_042,2025-08-14,美妝,0,0.5,73.77,36.88,Google搜尋,東部
1615,C_288,2025-03-25,服飾,1,0.6,85.42,51.25,Google搜尋,北部
1616,C_167,2025-10-18,美妝,1,0.5,71.89,35.94,FB廣告,中部
1617,C_109,2025-09-03,美妝,0,0.5,111.84,55.92,FB廣告,南部
1618,C_036,2025-04-20,家電,0,0.15,91.22,13.68,網紅推薦,東部
1619,C_232,2025-09-11,食品,0,0.25,76.03,19.01,Google搜尋,南部
1620,C_229,2025-03-29,美妝,1,0.5,129.33,64.67,網紅推薦,中部
1621,C_353,2025-03-13,服飾,1,0.6,154.47,92.68,Google搜尋,中部
1622,C_164,2025-01-30,家電,1,0.15,440.12,66.02,Google搜尋,北部
1623,C_387,2025-06-21,美妝,0,0.5,25.0,12.5,FB廣告,北部
1624,C_073,2025-11-05,美妝,1,0.5,502.33,251.16,FB廣告,東部
1625,C_136,2025-12-09,服飾,0,0.6,70.29,42.17,FB廣告,北部
1626,C_353,2025-06-26,美妝,1,0.5,953.85,476.92,Google搜尋,中部
1627,C_379,2025-05-19,美妝,1,0.5,290.96,145.48,網紅推薦,北部
1628,C_070,2025-07-13,美妝,0,0.5,256.55,128.28,自然流量,東部
1629,C_425,2025-07-05,美妝,0,0.5,133.75,66.88,FB廣告,南部
1630,C_196,2025-08-06,服飾,1,0.6,1167.97,700.78,FB廣告,中部
1631,C_269,2025-06-13,美妝,0,0.5,143.94,71.97,FB廣告,中部
1632,C_049,2025-06-10,美妝,0,0.5,672.97,336.48,Google搜尋,北部
1633,C_316,2025-01-13,美妝,0,0.5,83.55,41.78,Google搜尋,東部
1634,C_130,2025-10-23,家電,0,0.15,303.87,45.58,Google搜尋,中部
1635,C_444,2025-03-30,服飾,0,0.6,990.47,594.28,FB廣告,東部
1636,C_005,2025-11-20,家電,0,0.15,63.56,9.53,FB廣告,中部
1637,C_428,2025-02-11,家電,0,0.15,242.56,36.38,網紅推薦,中部
1638,C_027,2025-07-29,服飾,0,0.6,73.23,43.94,FB廣告,中部
1639,C_160,2025-08-17,家電,0,0.15,228.07,34.21,網紅推薦,中部
1640,C_149,2025-12-16,家電,0,0.15,986.33,147.95,FB廣告,北部
1641,C_264,2025-10-02,家電,0,0.15,58.36,8.75,Google搜尋,南部
1642,C_230,2025-10-06,服飾,0,0.6,173.47,104.08,Google搜尋,北部
1643,C_200,2025-09-08,美妝,0,0.5,64.43,32.22,網紅推薦,北部
1644,C_050,2025-11-06,食品,1,0.25,130.41,32.6,FB廣告,北部
1645,C_067,2025-07-27,食品,0,0.25,276.23,69.06,FB廣告,東部
1646,C_300,2025-11-17,服飾,1,0.6,110.15,66.09,FB廣告,東部
1647,C_381,2025-05-20,食品,0,0.25,716.17,179.04,FB廣告,東部
1648,C_058,2025-10-07,服飾,1,0.6,240.65,144.39,FB廣告,南部
1649,C_259,2025-02-03,服飾,0,0.6,39.51,23.71,Google搜尋,東部
1650,C_342,2025-11-05,食品,0,0.25,204.34,51.08,Google搜尋,中部
1651,C_326,2025-01-18,家電,0,0.15,639.78,95.97,網紅推薦,東部
1652,C_130,2025-02-26,美妝,0,0.5,255.29,127.64,Google搜尋,中部
1653,C_215,2025-04-22,食品,0,0.25,192.63,48.16,網紅推薦,東部
1654,C_172,2025-01-05,食品,0,0.25,110.22,27.56,FB廣告,東部
1655,C_258,2025-07-01,食品,0,0.25,134.69,33.67,Google搜尋,南部
1656,C_102,2025-01-13,食品,1,0.25,150.03,37.51,Google搜尋,南部
1657,C_209,2025-12-05,服飾,0,0.6,12.86,7.72,FB廣告,中部
1658,C_291,2025-10-12,服飾,0,0.6,235.97,141.58,FB廣告,東部
1659,C_354,2025-09-16,美妝,0,0.5,402.1,201.05,FB廣告,南部
1660,C_286,2025-03-31,美妝,0,0.5,70.25,35.12,FB廣告,南部
1661,C_116,2025-04-14,食品,1,0.25,187.26,46.82,網紅推薦,南部
1662,C_264,2025-07-05,食品,1,0.25,211.37,52.84,Google搜尋,南部
1663,C_150,2025-09-07,食品,1,0.25,333.72,83.43,FB廣告,北部
1664,C_300,2025-09-12,美妝,1,0.5,150.26,75.13,FB廣告,東部
1665,C_442,2025-03-17,食品,0,0.25,254.59,63.65,自然流量,中部
1666,C_036,2025-04-18,家電,0,0.15,46.45,6.97,網紅推薦,東部
1667,C_453,2025-06-05,美妝,0,0.5,53.83,26.92,Google搜尋,東部
1668,C_333,2025-03-23,家電,1,0.15,228.41,34.26,FB廣告,南部
1669,C_287,2025-03-18,食品,1,0.25,117.97,29.49,Google搜尋,南部
1670,C_303,2025-09-15,服飾,0,0.6,30.55,18.33,Google搜尋,中部
1671,C_311,2025-05-07,家電,0,0.15,210.08,31.51,Google搜尋,北部
1672,C_208,2025-10-09,美妝,1,0.5,41.48,20.74,Google搜尋,中部
1673,C_106,2025-03-29,家電,0,0.15,2214.12,332.12,FB廣告,南部
1674,C_446,2025-07-23,美妝,1,0.5,16.84,8.42,自然流量,南部
1675,C_158,2025-01-16,食品,0,0.25,156.44,39.11,網紅推薦,北部
1676,C_121,2025-05-31,家電,0,0.15,48.61,7.29,網紅推薦,北部
1677,C_055,2025-09-11,服飾,0,0.6,370.88,222.53,Google搜尋,北部
1678,C_400,2025-07-07,家電,0,0.15,99.2,14.88,網紅推薦,中部
1679,C_012,2025-11-25,服飾,0,0.6,408.64,245.18,自然流量,南部
1680,C_145,2025-02-01,美妝,0,0.5,319.69,159.84,FB廣告,東部
1681,C_400,2025-09-28,食品,1,0.25,51.02,12.76,網紅推薦,中部
1682,C_396,2025-01-05,食品,0,0.25,71.71,17.93,自然流量,東部
1683,C_136,2025-11-26,服飾,1,0.6,105.16,63.1,FB廣告,北部
1684,C_003,2025-11-04,美妝,0,0.5,138.72,69.36,網紅推薦,東部
1685,C_144,2025-11-29,食品,1,0.25,121.94,30.48,FB廣告,北部
1686,C_030,2025-06-18,美妝,0,0.5,307.39,153.7,FB廣告,北部
1687,C_237,2025-06-30,服飾,0,0.6,187.53,112.52,FB廣告,南部
1688,C_279,2025-06-27,服飾,0,0.6,80.43,48.26,網紅推薦,南部
1689,C_348,2025-05-23,家電,0,0.15,59.59,8.94,FB廣告,南部
1690,C_115,2025-12-28,食品,1,0.25,65.63,16.41,Google搜尋,中部
1691,C_104,2025-09-05,食品,0,0.25,206.44,51.61,Google搜尋,中部
1692,C_118,2025-05-07,家電,0,0.15,122.36,18.35,FB廣告,北部
1693,C_005,2025-09-20,服飾,1,0.6,1188.34,713.0,FB廣告,中部
1694,C_360,2025-02-09,服飾,0,0.6,148.38,89.03,Google搜尋,中部
1695,C_248,2025-12-21,服飾,1,0.6,179.24,107.54,自然流量,東部
1696,C_364,2025-09-12,服飾,0,0.6,24.51,14.71,Google搜尋,東部
1697,C_321,2025-05-23,美妝,1,0.5,38.94,19.47,Google搜尋,北部
1698,C_121,2025-08-28,食品,0,0.25,48.36,12.09,網紅推薦,北部
1699,C_286,2025-08-16,食品,1,0.25,87.09,21.77,FB廣告,南部
1700,C_149,2025-12-07,服飾,0,0.6,33.71,20.23,FB廣告,北部
1701,C_084,2025-07-17,服飾,0,0.6,46.76,28.06,FB廣告,北部
1702,C_454,2025-03-06,服飾,0,0.6,288.57,173.14,自然流量,中部
1703,C_406,2025-01-11,食品,0,0.25,62.81,15.7,網紅推薦,東部
1704,C_456,2025-04-18,食品,0,0.25,142.45,35.61,Google搜尋,中部
1705,C_231,2025-01-26,服飾,0,0.6,268.31,160.99,網紅推薦,東部
1706,C_288,2025-05-31,美妝,0,0.5,382.46,191.23,Google搜尋,北部
1707,C_161,2025-08-09,家電,1,0.15,198.84,29.83,FB廣告,中部
1708,C_272,2025-12-07,家電,0,0.15,211.19,31.68,網紅推薦,東部
1709,C_038,2025-08-25,家電,1,0.15,394.37,59.16,FB廣告,北部
